;translation table;;Note / English / adi220_normal / approved;English / adi220_normal / approved;;;Locked / English / adi220_normal / approved;#Modified / English / adi220_normal / approved;German / adi220_normal / approved;;;Locked / German / adi220_normal / approved;#Modified / German / adi220_normal / approved;Czech / adi220_normal / approved;;;Locked / Czech / adi220_normal / approved;#Modified / Czech / adi220_normal / approved;French / adi220_normal / approved;;;Locked / French / adi220_normal / approved;#Modified / French / adi220_normal / approved;Italian / adi220_normal / approved;;;Locked / Italian / adi220_normal / approved;#Modified / Italian / adi220_normal / approved;Portuguese / adi220_normal / approved;;;Locked / Portuguese / adi220_normal / approved;#Modified / Portuguese / adi220_normal / approved;Spanish / adi220_normal / approved;;;Locked / Spanish / adi220_normal / approved;#Modified / Spanish / adi220_normal / approved;Locked / adi220_normal;Layout / adi220_normal;Status / adi220_normal;Comment / adi220_normal;Function;Coordinator;#File;Comment;Status;;
gültig?;Bezeichner;;Screen-Nr.:;English;Display;Überlänge;;;German;Display;Überlänge;;;Czech;Display;Überlänge;;;French;Display;Überlänge;;;Italian;Display;Überlänge;;;Portuguese;Display;Überlänge;;;Spanish;Display;Überlänge;;;;Layout;;;;;;;;Russian;CAN-
;Bezeichner;;Screen-Nr.:;US-English;Display;Überlänge;;;German;Display;Überlänge;;;Russian;Display;Überlänge;;;CAN-French;MISSING LAYOUT !;X;;;Dutch;Display;Überlänge;;;;MISSING LAYOUT !;X;;;Mex-Spanish;MISSING LAYOUT !;X;;;;Layout;;;;;;;;;
;qtn_stp_ta_checkbox_save_pin;;DUMMY for sync with Premium;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;;;;;;;;;;
;qtn_stp_ta_query_enter_name;;DUMMY for sync with Premium;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;;;;;;;;;;
;qtn_stp_ta_query_user_name;;DUMMY for sync with Premium;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;;;;;;;;;;
;qtn_stp_ta_note_gprs_connected;;S9B1;GPRS connection made;"GPRS connection
made";0;Not locked;24.01.2006 11:20;GPRS-\nVerbindung\naufgebaut;"GPRS-
Verbindung
aufgebaut";0;Not locked;09.02.2005 12:12;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Estableciendo conexión GPRS;"Estableciendo
conexión GPRS";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
;qtn_stp_ta_note_gprs_ended;;S9B2;GPRS connection ended;"GPRS connection
ended";0;Not locked;24.01.2006 11:20;GPRS-\nVerbindung\nbeendet;"GPRS-
Verbindung
beendet";0;Not locked;09.02.2005 12:12;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Fin de la conexión GPRS;"Fin de la
conexión GPRS";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
;qtn_stp_ta_note_gprs_hold;;S9B3;GPRS connection held;"GPRS connection
held";0;Not locked;24.01.2006 11:19;GPRS-\nVerbindung\nwird gehalten;"GPRS-
Verbindung
wird gehalten";0;Not locked;09.02.2005 12:12;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Conexión GPRS congelada;"Conexión GPRS
congelada";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
;qtn_stp_ta_note_gprs_invalid;;S9B4;GPRS access point not valid;"GPRS access
point not valid";0;Not locked;24.01.2006 11:21;GPRS-\nZugangspunkt ungültig;"GPRS-
Zugangspunkt
ungültig";0;Not locked;09.02.2005 12:12;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Punto de acceso GPRS inválido;"Punto de acceso
GPRS inválido";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
;qtn_stp_ta_note_gprs_rename;;S653;"GPRS connection active. Please
disconnect to rename.";"GPRS connection
active. Please
disconnect to
rename.";0;;;GPRS-Verb.\naktiv. Erst  Verbindung\ntrennen.;"GPRS-Verb.
aktiv. Erst
Verbindung
trennen.";0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;"Conexión GPRS activa.
Para renombrar, desconéctela.";"Conexión GPRS
activa.
Para renombrar,
desconéctela.";0;;;;4_Zeile;;;;;;;;
;;S706;S706;Size:;Size:;0;;;Größe:;Größe:;0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;Tamaño:;Tamaño:;0;;;;Auswahl;;;;;;;;
;;;SC15;GSM;GSM;0;;;GSM;GSM;0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;Auswahl;;;;;;;;
1;qtn_stp_ta_call_hold;"S803; S815";"S803; S815";Hold;Hold;0;Not locked;24.01.2006 11:21;Halten;Halten;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;Retener;Retener;0;Not locked;09.02.2005 12:19;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed;
1;qtn_stp_ta_bt_headset;"S801; S803; 
S812; S815; S901";S561, S801, S803, S812, S815, S901;Headset;Headset;0;Not locked;24.01.2006 11:23;Headset;Headset;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;Auriculares;Auriculares;0;Not locked;09.02.2005 12:18;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed;
1;qtn_stp_head_headset;S562;S562, T562;Headset;Headset;0;Not locked;24.01.2006 11:23;Headset;Headset;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;Auriculares;Auriculares;0;Not locked;09.02.2005 12:18;Not locked;1_Zeile;;;;;;;;
1;qtn_stp_ta_time_value;S213;S213;HH:MM;HH:MM;0;Not locked;24.01.2006 11:17;HH:MM;HH:MM;0;Not locked;22.09.2004 17:07;;EMPTY !;X;Not locked;09.02.2005 12:22;;EMPTY !;X;Not locked;09.02.2005 12:22;;EMPTY !;X;Not locked;09.02.2005 12:22;;EMPTY !;X;Not locked;09.02.2005 12:22;HH:MM;HH:MM;0;Not locked;09.02.2005 12:22;Not locked;1_Zeile;Approved;;STP;Voellinger Stefanie;;Created for Cumulus;Proposed;
1;qtn_stp_ta_menu_bt_help;;S002;Help;Help;0;Not locked;24.01.2006 11:18;Hilfe;Hilfe;0;Not locked;12.09.2005 11:54;;EMPTY !;X;Not locked;16.09.2005 14:13;;EMPTY !;X;Not locked;16.09.2005 12:03;;EMPTY !;X;Not locked;16.09.2005 12:03;;EMPTY !;X;Not locked;16.09.2005 12:03;Ayuda;Ayuda;0;Not locked;16.09.2005 12:03;Not locked;Auswahl;Approved;;STP;Hanebrink Thomas;;;Proposed;
;qtn_stp_ta_templ_late;;;I am on my way, but will be a bit late.;MISSING LAYOUT !;X;Not locked;26.10.2004 16:40;Ich bin unter- wegs, werde mich aber etwas verspäten.;MISSING LAYOUT !;X;Not locked;09.02.2005 12:21;;MISSING LAYOUT !;X;Not locked;09.02.2005 12:22;;MISSING LAYOUT !;X;Not locked;09.02.2005 12:22;;MISSING LAYOUT !;X;Not locked;09.02.2005 12:22;;MISSING LAYOUT !;X;Not locked;09.02.2005 12:22;Llego tarde. Estaré ahí a las;MISSING LAYOUT !;X;Not locked;09.02.2005 12:22;Not locked;(none);Approved;;STP;Voellinger Stefanie;;;Proposed;
;qtn_stp_ta_templ_call;;;I will call you later.;MISSING LAYOUT !;X;Not locked;26.10.2004 16:40;Ich rufe später an.;MISSING LAYOUT !;X;Not locked;28.05.2004 10:33;;MISSING LAYOUT !;X;Not locked;09.02.2005 12:21;;MISSING LAYOUT !;X;Not locked;09.02.2005 12:21;;MISSING LAYOUT !;X;Not locked;09.02.2005 12:21;;MISSING LAYOUT !;X;Not locked;09.02.2005 12:21;Te llamo más tarde.;MISSING LAYOUT !;X;Not locked;09.02.2005 12:21;Not locked;(none);Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_call_mute;;;#MISSING;MISSING LAYOUT !;X;;24.01.2006 10:34;Ignorieren;MISSING LAYOUT !;X;Not locked;28.05.2004 10:33;;MISSING LAYOUT !;X;;24.01.2006 10:53;;MISSING LAYOUT !;X;;24.01.2006 10:37;;MISSING LAYOUT !;X;;24.01.2006 10:44;;MISSING LAYOUT !;X;;24.01.2006 10:47;#MISSING;MISSING LAYOUT !;X;;24.01.2006 10:50;Not locked;VW_PQ35_one_row_choice_item;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_menu_mute;;;Silence;Silence;0;Not locked;10.05.2002 13:49;Ignorieren;Ignorieren;0;Not locked;13.05.2002 18:34;;EMPTY !;X;Not locked;10.06.2002 14:39;;EMPTY !;X;Not locked;10.06.2002 14:39;;EMPTY !;X;Not locked;10.06.2002 14:40;;EMPTY !;X;Not locked;10.06.2002 14:40;Silenciar;Silenciar;0;Not locked;10.06.2002 14:41;Not locked;Auswahl;Approved;§Choice item: to stop the phone from continuing to ring;STP;Voellinger Stefanie;;Created for Seti;Proposed
1;;S602;S602;Always;Always;0;;;Immer;Immer;0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;Siempre;Siempre;0;;;;Auswahl;;;;;;;
;qtn_stp_ta_call_info;;;Info call;Info call;0;Not locked;26.10.2004 16:40;Inforuf;Inforuf;0;Not locked;19.07.2004 12:30;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;Serv. de inform.;Serv. de inform.;0;Not locked;09.02.2005 12:19;Not locked;1_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_head_info_call;;;Info call;Info call;0;Not locked;11.10.2002 16:14;Inforuf;Inforuf;0;Not locked;11.10.2002 16:14;;EMPTY !;X;Not locked;06.12.2002 12:29;;EMPTY !;X;Not locked;06.12.2002 12:32;;EMPTY !;X;Not locked;06.12.2002 12:35;;EMPTY !;X;Not locked;06.12.2002 13:17;Llamada de info;Llamada de info;0;Not locked;06.12.2002 13:20;Not locked;1_Zeile;Approved;2002-11-28: New text. Please translate§Header: shown when a service call is active. This is a service you can call to get information e.g. about restaurants in a certain city;STP;Voellinger Stefanie;;Created for Seti;Proposed
1;qtn_stp_ta_menu_yes;S577;"S577; S611";Yes;Yes;0;Not locked;26.10.2004 16:40;Ja;Ja;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;Sí;Sí;0;Not locked;09.02.2005 12:19;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_templ_yes;;;Yes;MISSING LAYOUT !;X;Not locked;26.10.2004 16:40;Ja.;MISSING LAYOUT !;X;Not locked;28.05.2004 10:33;;MISSING LAYOUT !;X;Not locked;09.02.2005 12:22;;MISSING LAYOUT !;X;Not locked;09.02.2005 12:22;;MISSING LAYOUT !;X;Not locked;09.02.2005 12:22;;MISSING LAYOUT !;X;Not locked;09.02.2005 12:22;Sí;MISSING LAYOUT !;X;Not locked;09.02.2005 12:22;Not locked;(none);Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_vcal_entry;;S99D;Calendar note;Calendar note;0;Not locked;24.01.2006 11:20;Kalendereintrag;Kalendereintrag;0;Not locked;16.03.2005 20:00;;EMPTY !;X;Not locked;16.03.2005 20:00;;EMPTY !;X;Not locked;16.03.2005 20:00;;EMPTY !;X;Not locked;16.03.2005 20:00;;EMPTY !;X;Not locked;16.03.2005 20:00;Nota agenda;Nota agenda;0;Not locked;16.03.2005 20:00;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_note_vcal_saved;;S995;Calendar note copied to mobile phone;"Calendar note
copied to mobile
phone";0;Not locked;24.01.2006 11:23;Kalendereintrag\nauf Mobiltelefon\nkopiert;"Kalendereintrag
auf Mobiltelefon
kopiert";0;Not locked;19.07.2004 12:30;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;Entrada del calendario copiado en el tlf.;"Entrada del
calendario
copiado en el tlf.";0;Not locked;09.02.2005 12:21;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_note_vcal_received;;S991;Calendar note received;"Calendar note
received";0;Not locked;24.01.2006 11:22;Kalendereintrag\nempfangen;"Kalendereintrag
empfangen";0;Not locked;19.07.2004 12:30;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;Entrada del calendario recib.;"Entrada del
calendario recib.";0;Not locked;09.02.2005 12:21;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_note_vcal_deleted;;S993;Calendar note deleted;"Calendar note
deleted";0;Not locked;24.01.2006 11:21;Kalendereintrag\ngelöscht;"Kalendereintrag
gelöscht";0;Not locked;19.07.2004 12:30;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;Entrada del calendario borrada;"Entrada del
calendario
borrada";0;Not locked;09.02.2005 12:21;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_query_delete_vcal;;S992;Delete calendar note?;"Delete calendar
note?";0;Not locked;24.01.2006 11:18;Kalendereintrag\nlöschen?;"Kalendereintrag
löschen?";0;Not locked;19.07.2004 12:30;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;¿Borrar entrada del calendario?;"¿Borrar entrada
del calendario?";0;Not locked;09.02.2005 12:21;Not locked;2_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_note_no_user;S012;S012;No user active. Connect phone first.;"No user active.
Connect phone
first.";0;Not locked;24.01.2006 11:17;Kein Benutzer\naktiv.\nZuerst Telefon\nverbinden.;"Kein Benutzer
aktiv.
Zuerst Telefon
verbinden.";0;Not locked;07.03.2005 18:34;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;16.03.2005 20:05;Ningún usuario activo. Conectar primero el teléfono;"Ningún usuario
activo. Conectar
primero el
teléfono";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_note_no_bt_phone;S002;S002;No paired phone found;"No paired phone
found";0;Not locked;24.01.2006 11:23;Kein gekoppeltes\nTel. gefunden;"Kein gekoppeltes
Tel. gefunden";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;13.04.2005 18:08;;EMPTY !;X;Not locked;13.04.2005 18:08;;EMPTY !;X;Not locked;09.02.2005 12:20;"No hay un tel.
vinculado";"No hay un tel.
vinculado";0;Not locked;13.04.2005 18:08;Not locked;2_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_note_no_act_device;S566;S566;No device\nactive;"No device
active";0;Not locked;24.01.2006 11:18;Kein Gerät\naktiv;"Kein Gerät
aktiv";0;Not locked;10.08.2005 14:57;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Ningún\naparato activo;"Ningún
aparato activo";0;Not locked;16.03.2005 20:05;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_note_no_phone;S501;S501;No compatible cell phone found;"No compatible
cell phone found";0;Not locked;24.01.2006 11:23;Keine\nkompatiblen Mobiltelefone\ngefunden;"Keine
kompatiblen
Mobiltelefone
gefunden";0;Not locked;19.07.2004 12:30;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;No hay teléfonos compatibles;"No hay teléfonos
compatibles";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
1;qtn_stp_ta_note_no_accessory;S582;S582;No headset found;"No headset
found";0;Not locked;24.01.2006 11:22;Kein Headset\ngefunden;"Kein Headset
gefunden";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;No hay auriculares;"No hay
auriculares";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
;qtn_stp_ta_note_no_operator;;S625;No operator found;"No operator
found";0;Not locked;24.01.2006 11:19;Kein\nBetreiber\ngefunden;"Kein
Betreiber
gefunden";0;Not locked;20.04.2005 15:15;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;No se ha econtrado operador;"No se ha
econtrado
operador";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
;qtn_stp_ta_note_no_answer;;;No answer;No answer;0;Not locked;10.05.2002 13:49;Keine Antwort;Keine Antwort;0;Not locked;10.05.2002 13:58;;EMPTY !;X;Not locked;10.06.2002 14:39;;EMPTY !;X;Not locked;10.06.2002 14:39;;EMPTY !;X;Not locked;10.06.2002 14:40;;EMPTY !;X;Not locked;10.06.2002 14:40;No hay respuesta;"No hay
respuesta";0;Not locked;10.06.2002 14:41;Not locked;4_Zeile;Approved;§Error note;STP;Voellinger Stefanie;;Created for Seti;Proposed;
1;qtn_stp_ta_note_no_bt_conn_acc;S914;S914;No Bluetooth connection to\n%U;"No Bluetooth
connection to
%U";0;Not locked;24.01.2006 11:20;Keine Bluetooth-\nVerbindung zu\n%U;"Keine
Bluetooth-
Verbindung zu
%U";0;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;13.04.2005 18:08;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Sin conexión Bluetooth con\n%U;"Sin conexión
Bluetooth con
%U";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
1;qtn_stp_ta_note_no_bt_conn_rsap;"S913; S916";"S913; S916";No Bluetooth connection to phone;"No Bluetooth
connection to
phone";0;Not locked;24.01.2006 11:20;Keine Bluetooth-\nVerbindung zum\nMobiltelefon;"Keine
Bluetooth-
Verbindung zum
Mobiltelefon";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Sin conexión Bluetooth con el teléfono móvil;"Sin conexión
Bluetooth con el
teléfono móvil";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
1;qtn_stp_ta_note_no_entries;S103;S103;No entries available;"No entries
available";0;Not locked;24.01.2006 11:18;Keine Einträge\nvorhanden;"Keine Einträge
vorhanden";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;No hay ninguna entrada;"No hay ninguna
entrada";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
1;qtn_stp_ta_note_no_paired_dev;S568;S568;No devices paired;"No devices
paired";0;Not locked;24.01.2006 11:18;Keine\ngekoppelten\nGeräte;"Keine
gekoppelten
Geräte";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;13.04.2005 18:08;;EMPTY !;X;Not locked;13.04.2005 18:08;;EMPTY !;X;Not locked;13.04.2005 18:08;Ningún aparato vinculado;"Ningún aparato
vinculado";0;Not locked;13.04.2005 18:08;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
1;qtn_stp_ta_note_no_sms;S402;S402;No messages available;"No messages
available";0;Not locked;24.01.2006 11:18;Keine\nMitteilungen\nvorhanden;"Keine
Mitteilungen
vorhanden";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;No hay mensajes;"No hay
mensajes";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
1;qtn_stp_ta_note_no_network;S802;"S805; S921; S971";No network;No network;0;Not locked;24.01.2006 11:22;Keine\nNetzverbindung;"Keine
Netzverbindung";0;Not locked;24.01.2006 11:23;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;13.04.2005 18:08;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;10.06.2002 14:40;Fuera de cobertura;"Fuera de
cobertura";0;Not locked;09.02.2005 12:20;Not locked;3_Zeile;Approved;§Error note;STP;Voellinger Stefanie;;Created for Seti;Proposed;
1;qtn_stp_ta_menu_no_nbr;S211;S211;unknown;unknown;0;Not locked;24.01.2006 11:19;unbekannt;unbekannt;0;Not locked;06.09.2004 16:22;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;Desconocido;Desconocido;0;Not locked;09.02.2005 12:19;Not locked;Icon_Auswahl;Approved;;STP;Voellinger Stefanie;;Created for Cumulus;Proposed;
1;qtn_stp_ta_note_no_nbr;S806;S806;No number;No number;0;Not locked;24.01.2006 11:18;Keine\nRufnummer;"Keine
Rufnummer";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;16.03.2005 20:05;Sin número;Sin número;0;Not locked;09.02.2005 12:20;Not locked;3_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
;qtn_stp_ta_note_no_dialled_nbr;;;No last dialled number found;"No last dialled
number found";0;Not locked;10.05.2002 13:49;Keine Rufnummer gespeichert;"Keine
Rufnummer
gespeichert";0;Not locked;10.05.2002 13:58;;EMPTY !;X;Not locked;10.06.2002 14:39;;EMPTY !;X;Not locked;10.06.2002 14:39;;EMPTY !;X;Not locked;10.06.2002 14:40;;EMPTY !;X;Not locked;10.06.2002 14:40;No se ha encon- trado la última llamada enviada;"No se ha encon-
trado la última
llamada enviada";0;Not locked;20.12.2002 14:21;Not locked;4_Zeile;Approved;Error note;STP;Voellinger Stefanie;;Created for Seti;Proposed;
;qtn_stp_ta_note_no_divert_act;;SB05;Call divert\nnot active;"Call divert
not active";0;Not locked;24.01.2006 11:22;Keine\nRufumleitung\naktiv;"Keine
Rufumleitung
aktiv";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;16.03.2005 20:05;Desviación de llamadas desactivada;"Desviación de
llamadas
desactivada";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
1;qtn_stp_ta_note_mailbox_no;S951;S951;No voice mailbox number stored;"No voice
mailbox number
stored";0;Not locked;24.01.2006 11:19;Keine Sprach-\nmailboxnummer\ngespeichert;"Keine Sprach-
mailboxnummer
gespeichert";0;Not locked;11.10.2002 18:30;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Ningún núm. de buzón de voz memorizado;"Ningún núm. de
buzón de voz
memorizado";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;2002-12-09: Layout corrected. More space available now. Please check translation.§Error note: you tried to call your voice mailbox but you haven't entered your voice mailbox number or it was lost.;STP;;;Created for Seti;Proposed;
;qtn_stp_ta_note_pbook_empty;;;Phone book empty;"Phone book
empty";0;Not locked;16.08.2002 14:05;Keine Telefon-\nbucheinträge gefunden;"Keine Telefon-
bucheinträge
gefunden";0;Not locked;30.07.2002 17:13;;EMPTY !;X;Not locked;10.06.2002 14:39;;EMPTY !;X;Not locked;10.06.2002 14:39;;EMPTY !;X;Not locked;10.06.2002 14:40;;EMPTY !;X;Not locked;10.06.2002 14:40;Guía vacía;Guía vacía;0;Not locked;10.06.2002 14:41;Not locked;4_Zeile;Approved;§Error note;STP;Voellinger Stefanie;;Created for Seti;Proposed;???????????
